# .PCD v.7 - Point Cloud Data file format
VERSION .7
FIELDS x y z
SIZE 4 4 4 
TYPE F F F 
COUNT 1 1 1 
WIDTH 94645
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 94645
DATA ascii 
 -3.2081861 -0.6107212 25.1586437
 -2.8095286 -0.3997159 25.1406345
 -3.3068650 -0.2158641 25.1791058
 -2.8205504 -0.3124204 25.3313217
 -2.8200693 -0.1393156 25.2581234
 -2.8006356 -0.1617171 25.1976643
 -3.8410881 -0.2713658 24.6853733
 -3.6114280 -0.1792461 24.1229649
 -3.6629746 -0.1222517 24.5888500
 -3.4642329 -0.1364616 24.3451824
 -4.3701863 -0.3165504 24.6492786
 -8.5953798 -0.3646667 25.1107407
 -6.6714716 -0.0396927 23.9622059
 -6.5276952 0.0324675 24.0694618
 -6.8720512 -0.1790498 23.8624878
 -7.0344343 -0.1640592 23.8531818
 -7.2290835 -0.1596299 23.8319035
 -6.5198627 -0.0819377 23.8935623
 -8.5637550 -0.1620459 24.9261818
 -7.1375499 -0.1929411 24.8340454
 -6.5459785 0.0332260 24.0934887
 -1.6134394 -0.1597749 22.5074310
 -1.4142388 -0.3355255 22.4984303
 -1.4377675 -0.2316166 23.0763092
 -2.2039614 -0.0849108 22.8794155
 -2.1489117 -0.0788986 22.1355209
 -2.0894530 -0.0820404 22.1924305
 -2.8849437 -0.4687768 26.0348034
 -3.0273087 -0.6161672 27.5949154
 -2.8012221 -0.3161924 25.1526413
 -3.0775359 -0.8827724 27.1205826
 -2.5359094 -0.1874417 26.1039371
 -3.0008366 -0.6919895 26.4541416
 -2.9737999 -0.3418084 26.9741154
 -1.8518010 -0.1037652 24.7921219
 -1.9015162 -0.2012895 25.2119694
 -3.0566380 -0.3851066 27.6904373
 -3.0592647 -0.4316460 25.1110973
 -8.6542578 -0.1571294 24.7053261
 -10.1442776 0.1123876 23.5953255
 -8.2374954 0.0175207 24.2294712
 -10.6913176 -0.5505817 24.1444817
 -11.7520237 -0.9254472 24.1918678
 -4.7587638 -0.0342250 24.1286163
 -4.7155704 -0.2573873 23.6767616
 -4.8297734 -0.3502234 23.4248848
 -6.3984594 -0.0031071 24.5727539
 -7.0080805 0.0152444 24.5116730
 -6.4238367 -0.0406825 23.9244690
 -6.3867660 -0.0038738 24.5684414
 -7.4425249 -0.3245292 24.8284264
 -6.6626062 -0.0471254 24.5649586
 -6.5819526 0.0064822 24.5669422
 -7.2203441 -0.1442019 24.8591232
 -6.7369399 0.0240685 24.2550888
 -7.1990838 -0.1438783 24.8527317
 -6.7882729 -0.0500475 24.5529022
 -6.7459831 0.0250308 24.2548256
 -8.5845976 -0.4783757 24.8843117
 -7.2599921 -0.1601295 23.8226109
 -6.3522415 0.0150131 24.4415073
 -6.6799736 0.0344178 24.1227932
 -6.5061779 0.0338614 24.0184116
 -2.3252397 -0.1070732 25.0048409
 -2.5908654 -0.1133867 25.2187710
 -2.8110688 -0.4223454 25.1525707
 -2.8205314 -0.2573265 25.2011471
 -2.8046978 -0.2030691 25.2189350
 -2.8840542 -0.3985300 25.5010796
 -1.9094034 -0.1835648 25.1995239
 -1.8333681 -0.1332958 24.8913479
 -1.3354292 -0.3464915 25.2918148
 -1.6379470 -0.5221447 25.2737694
 -3.3402455 -0.1875661 25.1230221
 -1.3868726 -0.2621242 25.2760887
 -3.0321589 -0.2189792 25.1538563
 -1.3938431 -0.2667765 25.2416935
 -1.6427042 -0.3126917 24.8545856
 -2.9122841 -0.1094039 25.2434139
 -3.3543291 -0.2135151 24.8223648
 -2.9746327 -0.4261864 26.3998909
 -2.8484170 -0.2892463 25.4245720
 -3.5472014 -0.2252513 24.7779007
 -3.3774109 -0.3078583 24.8144054
 -3.0028138 -0.0843908 24.5469303
 -3.3093195 -0.3077236 24.8403320
 -3.5382299 -0.3216155 24.7739658
 -3.5585809 -0.3913961 24.7488041
 -2.8080795 -0.1803513 25.2433014
 -3.7733583 -0.2973152 24.9502144
 -3.3254080 -0.2345051 24.8585110
 -2.8523278 -0.3152312 25.9737854
 -3.8078978 -0.4795181 25.1003246
 -2.9422333 -0.2647361 25.1572495
 -2.8314245 -0.1419007 25.3023796
 -2.7912676 -0.2016134 25.2253304
 -3.4490628 -0.1748245 25.1067276
 -2.8683531 -0.2305245 25.7220001
 -2.9624176 -0.3230891 25.1503944
 -3.2984934 -0.1671786 24.8679199
 -3.5800354 -0.2055074 25.1218834
 -2.8640337 -0.1801254 25.0728512
 -2.8629723 -0.2358601 25.1003227
 -2.8957448 -0.2127778 25.0697327
 -2.8130949 -0.1620922 25.0933475
 -3.4343524 -0.2742153 25.0048676
 -3.6999872 -0.3866708 24.0864105
 -4.0313306 -0.3326176 24.0417423
 -3.0501118 -0.0792627 24.4877357
 -3.5164311 -0.2475655 24.9308815
 -3.4663191 -0.2148189 25.0867462
 -3.4992874 -0.1831490 24.1225319
 -4.0169077 -0.4055106 24.0447044
 -3.0672872 -0.0893269 24.8389416
 -3.0405076 -0.0755116 24.5436497
 -3.0715053 -0.2716934 25.1507225
 -3.3750546 -0.1794861 24.8222961
 -2.8139470 -0.1586720 24.8375072
 -2.9559789 -0.4230995 26.3518009
 -2.8800642 -0.1586593 25.9596767
 -2.8262727 -0.2863227 26.0149174
 -3.4854703 -0.3571043 24.9505577
 -3.4784803 -0.0670503 24.7485352
 -3.2990799 -0.1117951 24.8684540
 -3.3910007 -0.1029734 24.8215218
 -3.5441751 -0.3223116 24.7761612
 -3.5674679 -0.2689428 24.7810860
 -3.0787766 -0.0796159 24.6946163
 -2.8905151 -0.1514796 24.8751812
 -2.6716225 -0.2679956 25.1441536
 -3.4664936 -0.3411835 24.9377460
 -3.4060891 -0.2069456 24.8134384
 -3.0718303 -0.0813943 24.6924152
 -4.7476492 -0.0279742 24.5861530
 -4.6942039 -0.0536869 24.7724972
 -4.2315035 -0.1271673 24.7218800
 -4.4314280 -0.0443477 24.7278519
 -4.0151176 -0.1647047 24.7374210
 -4.5969253 -0.2407378 25.0359764
 -4.3294659 -0.0357273 24.0515060
 -4.3454995 -0.0260730 24.1665688
 -4.4285884 -0.0658859 23.9289589
 -4.8699756 -0.3988991 23.5228386
 -4.8392587 -0.3790953 23.6768818
 -4.1876917 -0.0476422 24.6931400
 -4.4300098 -0.0671732 23.9274540
 -4.8469415 -0.3431381 24.5329037
 -5.3620019 -0.3466641 24.0127640
 -4.8382411 -0.3826447 23.6556129
 -4.6688237 -0.1703082 23.9180374
 -4.7598882 -0.0419986 24.4356861
 -5.3696623 -0.4282334 24.0078735
 -4.8038378 -0.2388645 23.9229584
 -5.3535080 -0.3508908 24.0145092
 -4.8454690 -0.3418663 24.5862122
 -4.8601756 -0.3663441 23.7032127
 -4.8443880 -0.3303774 23.8661766
 -4.3857846 -0.0389607 24.5908566
 -5.5575504 -0.4406072 23.9584579
 -1.3892244 -0.2655394 25.2602177
 -1.3841627 -0.3127725 25.2787132
 -1.9758502 -0.1274185 24.5883408
 -2.3161762 -0.1079583 24.7741051
 -2.8209715 -0.2607003 25.1989479
 -1.4726496 -0.2146295 25.2704067
 -1.8001274 -0.1311620 24.9772491
 -1.8798878 -0.1309838 24.7221546
 -2.8757968 -0.2525880 25.1523857
 -1.6393945 -0.4010276 25.2429905
 -1.4458858 -0.2757641 25.2476082
 -2.8632188 -0.4995297 25.7034130
 -2.8169994 -0.1885908 25.1298714
 -2.7521238 -0.1299287 25.3214970
 -3.0073166 -0.3288954 26.2092190
 -1.8747355 -0.1200241 24.8014584
 -1.3244468 -0.2826197 25.3073692
 -2.8141086 -0.1524279 25.0874367
 -2.8437321 -0.4928031 25.5531197
 -1.8383511 -0.2080991 25.2287292
 -2.5777192 -0.1368087 26.6131268
 -2.0274401 -0.5406829 26.5788059
 -2.0256615 -0.5382618 26.7383938
 -1.7684342 -0.6106781 26.3359127
 -1.9088160 -0.1940951 25.4493637
 -2.8210156 -0.6019562 25.3760872
 -3.7981024 -0.3152201 24.7014561
 -3.6499372 -0.2530747 24.8960304
 -4.7372165 -0.2657818 24.6524830
 -3.8389242 -0.2872352 24.6660786
 -3.3389862 -0.1679031 24.8364201
 -3.4215217 -0.0973195 24.6557045
 -3.5298853 -0.0621632 24.5057030
 -5.0507321 -0.2270774 24.6709156
 -3.3599679 -0.0997102 24.8299427
 -5.0798535 -0.5743593 23.9750938
 -4.3808727 -0.2299087 23.9440594
 -4.4068613 -0.2280991 23.9423599
 -4.3626761 -0.0381392 24.5075665
 -4.7929583 -0.0642808 24.1688976
 -5.1753211 -0.1469183 24.6810226
 -4.7188401 -0.0968751 23.9165840
 -4.8543472 -0.3554194 23.4031086
 -4.3444963 -0.2712043 24.6979675
 -4.3463597 -0.2712575 24.6977024
 -5.2592311 -0.0989204 24.0633945
 -4.5847178 -0.0789299 23.9181309
 -4.6022377 -0.0782761 23.9079628
 -3.0266495 -0.4136013 25.1420097
 -1.5546366 -0.2220622 25.1470146
 -1.7601274 -0.1792683 23.6857891
 -1.6682612 -0.5330724 25.3539505
 -2.9007168 -0.2318377 25.1048489
 -2.9068840 -0.4791532 26.1000175
 -5.7305427 0.0077984 24.1346130
 -6.0076370 -0.2207057 24.7465820
 -6.0380006 -0.1732753 24.7194633
 -6.3794560 -0.1933248 23.6560688
 -5.9986744 -0.2014596 24.7761116
 -6.1105947 -0.2109098 24.5822315
 -5.7876544 -0.0017563 24.3645077
 -2.9090953 -0.5909708 26.1434269
 -2.7104149 -0.2311482 23.9170475
 -1.5104840 -0.5223483 23.6821613
 -2.2734690 -0.0922543 23.4249058
 -3.0510945 -0.8812177 26.7022724
 -0.3342970 -0.8149646 25.2321110
 -2.6944981 -0.4662097 23.7527313
 -2.5376642 -0.2615565 23.1922722
 -2.7729764 -0.5407481 24.3978176
 -1.4372650 -0.3382176 22.7573547
 -2.7079172 -0.5174031 24.2289886
 -2.2088847 -0.1103368 22.7577953
 -7.2453623 -0.1527629 23.8277016
 -7.6367111 -0.1467567 23.7792950
 -8.5521116 -0.5241930 24.9252758
 -8.5193195 -0.0406518 24.6767464
 -6.3917379 -0.1590486 23.8123989
 -9.0477066 -0.4595415 24.6689186
 -6.5384831 0.0215050 24.1312885
 -6.8868523 -0.3155906 24.8463001
 -9.1988907 -0.4730786 24.6840019
 -10.4869099 0.0116524 24.5479488
 -9.2699194 -0.3803138 23.6856136
 -7.0916834 -0.1653510 23.8344135
 -2.4861724 -0.3327065 23.6241989
 -3.0324097 -0.2223014 25.1485977
 -2.7923033 -0.3067225 24.7993450
 -2.2631433 -0.1020184 23.2740860
 -2.6654289 -0.2743408 23.6930084
 -1.4027138 -0.2318954 23.2223988
 -2.2791045 -0.1126320 24.3022671
 -1.7887721 -0.1234678 23.8546543
 -1.5913638 -0.2259547 24.3148174
 -2.8495517 -0.6146190 25.4597054
 -2.2355680 -0.1481747 23.6841946
 -2.6726210 -0.3799552 23.7351437
 -2.3035243 -0.0908890 23.2883987
 -2.6829884 -0.2317104 23.8459225
 -2.4249697 -0.1729739 23.8305511
 -2.4517477 -0.2520984 23.6268063
 -1.3366923 -0.2660971 23.6182137
 -1.6505240 -0.1280040 23.6398449
 -3.4884520 -0.2381898 25.1328468
 -3.3316400 -0.1915588 24.8835316
 -3.5569320 -0.2718135 24.7799015
 -3.5202720 -0.3267322 24.8032837
 -3.5842097 -0.3374408 24.7687435
 -3.3952448 -0.0958146 24.2924671
 -3.5549514 -0.2707956 24.1016560
 -3.2999113 -0.1681218 24.8660984
 -3.1575730 -0.1835533 24.1458492
 -3.5124290 -0.0641096 24.7583752
 -3.2851524 -0.1698821 24.8606796
 -3.3234594 -0.2135641 24.8558369
 -3.5105188 -0.3254270 24.7996387
 -3.8328018 -0.2307208 24.6853771
 -3.7952573 -0.2796269 24.7400932
 -3.5412591 -0.2193611 24.8074570
 -3.5865254 -0.1626677 24.6970596
 -3.4337556 -0.1373354 24.7960148
 -3.5319850 -0.1751051 24.6507721
 -1.2117769 -0.2709496 25.2890606
 -2.8149374 -0.3402155 25.2359486
 -2.8748989 -0.2309987 25.6109161
 -1.0984452 -0.2748343 25.3105240
 -1.1375148 -0.3345748 25.2981281
 -2.8247864 -0.3428436 25.4309921
 -1.1170607 -0.3895752 25.3001022
 -1.8103868 -0.1161204 23.8814945
 -3.0439544 -0.6540176 25.1735001
 -2.7735906 -0.3568046 25.1237965
 -2.2921550 -0.1087763 24.1955395
 -1.8256196 -0.1111290 23.7687645
 -3.1012750 -0.6616831 25.1705685
 -2.4714274 -0.5859544 25.1804142
 -2.9926941 -0.2340169 25.1474743
 -3.0430226 -0.2631208 25.1302071
 -3.0651724 -0.6490819 25.1002026
 -2.8808403 -0.2271566 25.0590935
 -2.2880757 -0.1089188 23.8909435
 -3.0488312 -0.2555813 25.1431255
 -1.7719215 -0.6745350 25.9071541
 -8.5302849 -0.0407555 23.7047615
 -9.0486507 -0.3305294 23.5882320
 -6.4599962 -0.2800792 23.5669193
 -6.1936841 -0.2804258 24.8097782
 -7.0208454 -0.3847908 25.0646839
 -6.1075239 -0.0989092 24.7510986
 -6.3979836 -0.1952893 23.7275600
 -8.9468241 -0.7067690 23.4923897
 -1.9055963 -0.1267629 25.0552311
 -2.8955679 -0.2031844 26.0964375
 -2.6842411 -0.1875673 25.1471100
 -2.9916224 -0.6925068 26.9297352
 -2.9716511 -0.5170360 26.9662495
 -2.8848939 -0.2583271 26.0242672
 -3.1772799 -0.8927153 28.4236660
 -2.5054524 -0.1556853 25.5403690
 -1.8887736 -0.9314016 27.6615295
 -1.4707273 -0.4647022 25.2797756
 -1.7027619 -0.3612586 25.3991718
 -3.0293610 -0.6986454 27.3784828
 -2.4339736 -0.0809183 25.1477470
 -2.8665838 -0.3090256 25.8901234
 -2.8993526 -0.4294384 25.9437275
 -2.9464660 -0.6576006 27.3234558
 -1.9066858 -0.1287149 25.0336018
 -2.8295155 -0.5003320 25.3865414
 -1.3170956 -0.4028581 25.2702007
 -1.1713607 -0.3701394 25.2948380
 -1.6445154 -0.2113126 24.9610882
 -2.8684216 -0.1250286 25.7694302
 -2.2744832 -0.1131692 24.3683262
 -2.2825675 -0.1099203 24.2988052
 -2.8685174 -0.5069957 25.1416378
 -1.9471437 -0.0960189 22.6794662
 -2.2975152 -0.1297779 22.7407017
 -2.6653755 -0.3792084 23.6174469
 -2.5930569 -0.1925602 23.5395679
 -1.6716114 -0.1481702 22.6156921
 -9.0948143 -0.1512156 24.6671085
 -8.3028059 0.0740190 23.9682064
 -9.0194216 0.0069601 24.4291954
 -8.3696480 -0.0273931 24.5780087
 -8.1796532 0.0569035 24.3720093
 -8.1526318 0.0624833 23.5916080
 -8.4023323 0.0327679 24.5619850
 -9.1480942 -0.1503724 24.6804161
 -8.7476244 0.0391735 24.6449795
 -6.5612259 -0.3620004 23.7927723
 -8.6005793 -0.5202118 24.7661667
 -6.4913950 -0.2805420 23.5574512
 -5.9846702 -0.2005170 24.7884884
 -6.0425425 -0.1744942 24.6582928
 -6.0249968 -0.1728466 24.7141819
 -5.9970326 -0.1774544 24.6044178
 -5.7344713 -0.0488324 24.6289711
 -6.4428716 -0.2751640 23.5798683
 -5.9865208 -0.2008868 24.7880878
 -6.0033622 -0.2018837 24.7767086
 -5.7575183 0.0113740 24.1270275
 -6.4802537 -0.2801948 23.5577469
 -6.4579668 -0.2769489 23.5023136
 -6.0207300 -0.1753810 24.7225761
 -2.2477052 -0.1165406 22.7608833
 -2.4162235 -0.2933442 23.6449718
 -2.8577232 -0.3513409 25.6674061
 -2.6209328 -0.1564728 27.4236984
 -2.6372633 -0.1463628 25.1705189
 -2.3967710 -0.1634747 23.3116741
 -2.6915226 -0.2572254 23.7014370
 -2.4517725 -0.2752787 23.6029301
 -2.6967020 -0.2328968 23.9063549
 -2.6565578 -0.3071381 23.5465908
 -2.2998919 -0.1441063 23.9603233
 -2.4499092 -0.0054401 23.4559231
 -1.3867257 -0.2323955 23.1702118
 -2.6648705 -0.3082397 23.5366211
 -2.2825553 -0.1302114 23.6955357
 -2.6685884 -0.3154889 25.0030670
 -2.5008957 -0.3635108 23.6148014
 -2.8732560 -0.2331965 25.0803871
 -3.0162125 -0.2730014 25.1619110
 -3.0130215 -0.2720193 25.1584854
 -2.9547033 -0.6281057 27.6361160
 -3.0242002 -0.7004403 27.3411064
 -2.9213216 -0.3950517 26.1409645
 -1.8336573 -0.5002372 26.0196819
 -2.4931159 -0.1918438 25.5738697
 -1.8553936 -0.1769996 25.2020550
 -2.9843588 -0.3009232 25.1378670
 -2.7750213 -0.4654565 26.5602512
 -2.8688598 -0.5047526 25.8002262
 -1.4879476 -0.1393719 23.3143501
 -1.4934089 -0.1572620 23.3071480
 -2.4335787 -0.1740252 23.8668613
 -10.1330347 -0.1100137 24.5710602
 -11.1606579 -0.7281186 24.2933807
 -11.4723339 -0.8709423 24.3478947
 -11.0568829 -0.7304081 24.3108253
 -8.3308897 0.0023111 24.2699032
 -9.9038534 0.0478424 24.5659027
 -8.5494471 -0.0737512 25.1439533
 -11.5464830 -0.8230058 24.1974373
 -9.4349117 0.0456867 24.6434002
 -8.1590519 0.0526546 23.6282482
 -8.5381041 -0.1055377 24.8568497
 -8.3395443 0.0002983 24.2327881
 -10.0083885 -0.2891576 24.6342106
 -10.0079718 0.0475565 24.5787144
 -3.7606819 -0.3423636 24.7654076
 -3.5431249 -0.3109422 24.7747879
 -3.5312741 -0.2353642 24.8061962
 -3.4375253 -0.1385038 24.8210335
 -3.5021417 -0.1594705 24.7718964
 -3.5521293 -0.0843491 24.7800465
 -3.3255541 -0.0818135 24.8251781
 -4.7876534 -0.0347480 24.6811733
 -4.3432794 -0.2899651 24.6667786
 -4.8114247 -0.2014267 23.9608765
 -4.8010793 -0.1223348 24.0196495
 -4.9296761 -0.4358061 24.0264587
 -4.8223424 -0.3056851 24.0342655
 -4.7814584 -0.2686020 23.8483944
 -4.8630419 -0.3560752 23.7929153
 -4.7539620 -0.3804917 24.6424923
 -4.7715063 -0.3702672 24.5855026
 -4.8320837 -0.2814257 24.0156651
 -4.7113395 -0.0784196 24.7468033
 -4.2221413 -0.1857852 23.9421844
 -4.7774186 -0.2819598 23.6689816
 -4.7748203 -0.3500676 23.7647362
 -3.3776331 -0.1579250 24.8176746
 -3.3351307 -0.2654161 24.8320065
 -3.4367411 -0.1100031 24.7033653
 -3.4286189 -0.1154155 24.6360741
 -3.2159832 -0.2707166 24.1381149
 -3.3818765 -0.1571488 24.8191032
 -3.8499322 -0.2811798 24.6882935
 -4.2674694 -0.0417742 24.2511063
 -5.0152578 -0.2724533 24.6025925
 -7.5259385 -0.5478266 23.6157169
 -4.7261858 -0.0680996 24.1668491
 -4.8598595 -0.3962441 23.5286732
 -2.8614030 -0.2274183 25.1703663
 -2.9789968 -0.0916166 24.8470688
 -3.1584923 -0.1407800 25.1347847
 -2.9779134 -0.0903813 24.8455849
 -3.0825953 -0.2934137 25.1559124
 -3.1736484 -0.2369143 25.1352234
 -3.4108026 -0.2641190 25.0185299
 -2.8688910 -0.1789412 25.1073189
 -3.0089557 -0.1065979 25.1239624
 -3.4095800 -0.2169932 24.8212833
 -3.3889029 -0.1595334 24.8217583
 -1.6776508 -0.2080713 25.2418251
 -2.9660561 -0.5257125 26.6805363
 -2.8072264 -0.1669289 25.0929508
 -1.8298086 -0.2101323 25.2173176
 -1.3786590 -0.2157080 25.1413193
 -2.9436593 -0.6160654 26.2168789
 -2.8732920 -0.3153524 25.8515186
 -2.3336172 -0.1075550 24.9529476
 -2.8996847 -0.2078550 26.0987816
 -1.7670981 -0.5842779 25.9227867
 -2.9656034 -0.5230348 26.6566544
 -2.8168204 -0.1142848 25.0959778
 -1.9852854 -0.1217098 24.6547642
 -1.7107652 -0.3548085 25.3430157
 -1.7685591 -0.4029095 26.1055851
 -3.0289085 -0.3423617 27.7139549
 -2.9536090 -0.8371395 26.2081203
 -2.4618082 -0.2640730 23.6753922
 -2.8182955 -0.1261605 24.8401070
 -3.3576000 -0.2717940 24.9056873
 -2.8652620 -0.1048377 24.9135647
 -2.7803245 -0.1399013 24.8438396
 -2.7549133 -0.0919027 24.7234879
 -3.3681378 -0.2731987 24.9093037
 -3.4109581 -0.1406372 24.9714470
 -2.7686081 -0.0890743 24.7289124
 -2.7772825 -0.0941256 24.7211113
 -2.6839447 -0.0949223 24.7389240
 -3.3618274 -0.2750003 24.9072132
 -2.5999365 -0.1172706 25.6274929
 -2.3419938 -0.1062121 25.1120892
 -2.4600592 -0.0986625 24.9334908
 -2.6558776 -0.1043900 24.8479767
 -3.4567106 -0.2089294 25.0762978
 -3.7053196 -0.2050258 25.1017113
 -2.8119862 -0.1316366 24.8390865
 -3.0844183 -0.2163751 25.1667080
 -2.9765010 -0.6071583 27.0142841
 -2.9734073 -0.6146630 26.6991863
 -2.8170161 -0.1116579 24.8843098
 -4.7437162 -0.0548177 24.6260567
 -4.7210422 -0.0536862 24.5498810
 -3.8800263 -0.0465481 24.2664070
 -4.3490982 -0.2911655 24.6677551
 -4.7282615 -0.1480294 23.9151592
 -4.7849016 -0.0383457 24.6737747
 -4.8028660 -0.3271101 24.5992241
 -4.4224386 -0.0898842 23.9322128
 -4.5255146 -0.2288574 23.9166527
 -4.0100679 -0.1643417 24.7347164
 -4.4231806 -0.0898155 23.9316177
 -4.7966270 -0.2845009 23.6565170
 -4.8855863 -0.3907372 23.6595192
 -4.7378612 -0.3065970 24.6721001
 -4.8521576 -0.3876037 23.6793575
 -4.6439838 -0.2997477 24.6598015
 -4.7253428 -0.0813441 24.5871696
 -4.7821722 -0.2874137 24.6054859
 -4.9426918 -0.3618099 24.5952606
 -4.7691784 -0.0309015 24.5167980
 -4.2467294 -0.2262526 23.9657688
 -4.6260295 -0.0915604 23.9122620
 -4.3850565 -0.0349647 24.4322319
 -4.4205275 -0.0905164 23.9325638
 -4.1886635 -0.2268358 23.9659595
 -4.7904434 -0.2925490 23.7524624
 -4.8885193 -0.3556331 23.9448547
 -4.7645226 -0.0302292 24.5166550
 -5.2969675 -0.5042680 24.0069466
 -4.3532848 -0.2608139 24.6590538
 -4.7204027 -0.0533280 24.7786922
 -4.4201722 -0.0891362 23.9307346
 -4.4312434 -0.1433520 24.7234764
 -4.2748151 -0.0366099 24.7197857
 -4.6490979 -0.1643628 24.0102673
 -4.8210101 -0.3207976 24.5722618
 -4.8050494 -0.0388455 24.5085621
 -2.5497108 -0.1705560 26.1952057
 -2.8788450 -0.3070074 26.0759277
 -2.7379277 -0.5353946 26.7962914
 -2.8891912 -0.3135413 25.9599018
 -1.2856351 -0.4332713 25.2636108
 -2.8422236 -0.4219423 25.5398655
 -2.8851149 -0.2767266 26.0373096
 -1.4275106 -0.4429009 25.2533588
 -3.0184174 -0.4128112 25.1378479
 -2.6739101 -0.2683871 25.1479530
 -1.8863676 -0.1586849 25.2039261
 -2.0184660 -0.1685789 25.9670887
 -8.5812998 -0.1806685 24.8984947
 -9.3971977 -0.2923138 24.6954155
 -9.1687460 -0.0456963 24.6770287
 -8.2772217 0.0718084 23.9138527
 -8.4561653 -0.2531395 23.7321758
 -8.4526682 -0.2015633 23.4542637
 -10.8866386 -0.5646618 24.2645493
 -8.4464960 -0.1962266 24.7363262
 -9.0928392 0.0183797 24.6735840
 -8.3331308 0.0288444 24.2820892
 -8.4606323 -0.0315074 23.6866970
 -8.2904797 0.0743413 23.9104080
 -8.4589567 -0.1466333 23.6301022
 -8.3210325 -0.0329193 23.6233616
 -8.4494219 -0.2360294 23.5382214
 -8.2250147 0.0398300 24.7017441
 -8.4260397 -0.0089095 23.7628193
 -8.4499540 -0.1991371 24.7370663
 -8.3902540 -0.0206376 23.2005100
 -8.4352674 -0.1383725 23.2731571
 -8.5905628 -0.1550554 24.8881016
 -8.4400454 -0.0694117 23.1136761
 -8.4622488 -0.1098877 23.6042290
 -10.0603962 -0.1180216 24.7398605
 -8.5816517 0.0800359 23.8855133
 -8.0283747 0.0693582 23.4219227
 -8.5216541 -0.2708391 24.8503284
 -9.1823540 -0.0007369 24.6476173
 -8.4776983 0.0449479 24.4304409
 -8.4861279 0.0347495 24.4105148
 -8.2222424 -0.0012833 24.7105713
 -9.2302303 0.0049710 24.6552067
 -3.5261827 -0.3222953 24.8354511
 -3.3294291 -0.2189232 24.8768234
 -3.3297253 -0.2442475 24.8760910
 -3.5565550 -0.3129890 24.7782669
 -3.7588091 -0.3035800 24.7613850
 -3.4367559 -0.1365388 24.7956638
 -3.2674618 -0.1145148 24.8556499
 -3.3547525 -0.2695564 24.9037647
 -3.5284748 -0.3171786 24.7730579
 -3.0833275 -0.0760914 24.6969013
 -4.0021377 -0.3331519 24.0520611
 -3.0793357 -0.2766816 25.1543427
 -3.0770581 -0.0873593 24.8280144
 -2.9438708 -0.0943155 24.8548489
 -3.5061805 -0.4475453 24.9961281
 -2.4973414 -0.1652046 25.8090076
 -2.5681565 -0.1457716 25.5178738
 -2.4965532 -0.1561269 26.0589104
 -2.3289506 -0.1075024 24.9597759
 -2.6122956 -0.0983615 24.7555828
 -2.5963149 -0.0985187 24.7639008
 -2.8139467 -0.1263404 24.8376732
 -3.0889089 -0.1964206 25.0974026
 -2.8155794 -0.4222519 25.2430744
 -2.8461201 -0.3135654 25.1427364
 -2.7908759 -0.3216710 24.8288708
 -6.6487398 0.0112474 24.5585728
 -6.7882318 0.0120004 24.5344486
 -7.2905226 0.0294561 23.8240604
 -7.0392942 -0.1509822 23.8509407
 -6.7476449 0.0263450 24.2573490
 -6.3879986 -0.1942092 23.6510105
 -6.3497758 -0.1156324 23.7797508
 -6.7629862 -0.3797164 25.0700130
 -6.0839229 -0.2001418 24.5805759
 -5.7904387 -0.0459685 24.6130848
 -6.4747772 -0.3899017 23.7002258
 -3.5533123 -0.3503642 24.7773762
 -3.5258203 -0.2779154 24.8099117
 -3.3442662 -0.2082026 24.9013653
 -3.5291476 -0.1586025 25.1346397
 -2.2647939 -0.1124366 23.2795391
 -2.6970456 -0.3840582 23.7755013
 -2.6915777 -0.4017436 23.7030010
 -2.4079854 -0.2907328 23.6319809
 -1.5746033 -0.3404733 24.0014553
 -2.4462383 -0.2515787 23.6207275
 -2.0821390 -0.1080473 23.5419655
 -1.2747861 -0.2824813 23.6126842
 -2.6424177 -0.0952561 24.7534199
 -2.8777270 -0.3344987 24.8844700
 -2.8126581 -0.1914100 25.0841312
 -2.4627831 -0.1002824 24.9011211
 -3.1749115 -0.4219334 25.1775875
 -3.2074647 -0.1924693 25.1217804
 -3.1253939 -0.3043774 25.1351414
 -2.7752793 -0.1305635 24.8466415
 -3.2699587 -0.1918361 25.2380161
 -3.7309914 -0.1825627 24.0877895
 -3.5361404 -0.2674276 24.1169224
 -3.4962614 -0.1431523 24.6930141
 -4.8152356 -0.3793585 23.7028046
 -3.7509632 -0.1736991 24.1017895
 -3.8848004 -0.0460323 24.2647457
 -4.2121353 -0.2230440 23.9803677
 -4.2944474 -0.0350197 24.1863155
 -4.6838403 -0.1494829 24.7379627
 -4.9462996 -0.1542449 24.7303333
 -4.8666792 -0.3532160 23.7923012
 -4.8527880 -0.3828343 23.6867008
 -3.6261504 -0.2184183 24.1126118
 -4.9426394 -0.1513156 24.7302685
 -4.8307395 -0.1169653 23.9985352
 -4.8571324 -0.1166808 23.9893837
 -5.1354222 -0.1331969 24.6420803
 -4.7057128 -0.1551543 24.0413609
 -3.4818995 -0.1428056 24.6182556
 -4.9754615 -0.3634752 24.5394726
 -4.6681533 -0.0428664 24.5223160
 -4.8922400 -0.3573377 23.8594398
 -4.7346692 -0.2746615 23.8483696
 -4.7881970 -0.2826366 23.8147240
 -4.7636976 -0.0315329 24.5184155
 -1.6783602 -0.2075438 25.2391911
 -2.7925289 -0.1682036 25.1971512
 -1.2832566 -0.3658974 25.2622490
